date,platform,campaign_type,industry,country,impressions,clicks,CTR,CPC,ad_spend,conversions,CPA,revenue,ROAS,month,day,year,quarter,profit,cluster,segment,pca1,pca2
5/25/2024,Google Ads,Video,E-commerce,Australia,104134,3603,0.0346,3.46,12466.38,234,53.28,14496.48,1.16,5,25,2024,2,2030.1000000000004,0,Medium ROAS,-0.709597054,-0.141877073
12/24/2024,Meta Ads,Display,EdTech,Canada,150544,2890,0.0192,1.7,4913,170,28.9,47769.42,9.72,12,24,2024,4,42856.42,0,Medium ROAS,0.48068241515586896,-1.20709031
10/28/2024,TikTok Ads,Video,SaaS,Canada,75553,3331,0.0441,0.44,1465.64,203,7.22,33301.04,22.72,10,28,2024,4,31835.4,2,High ROAS,2.448618104105843,0.019964817776832143
10/23/2024,Meta Ads,Search,EdTech,India,149565,2437,0.0163,0.37,901.69,30,30.06,3133.33,3.47,10,23,2024,4,2231.64,0,Medium ROAS,-0.229792577,-1.303653791
4/15/2024,Google Ads,Display,SaaS,India,12896,535,0.0415,0.98,524.3,20,26.21,2475.65,4.72,4,15,2024,2,1951.3500000000001,0,Medium ROAS,0.18764858084127894,0.12743397983407048
5/22/2024,TikTok Ads,Display,Fintech,Germany,70428,3310,0.047,1.17,3872.7,164,23.61,25462.93,6.57,5,22,2024,2,21590.23,2,High ROAS,0.4765055476735683,0.4168576281890831
6/9/2024,TikTok Ads,Shopping,EdTech,USA,12345,456,0.037,0.62,282.72,21,13.46,5118.94,18.11,6,9,2024,2,4836.219999999999,2,High ROAS,1.7903080559687605,-0.320003676
11/25/2024,Meta Ads,Display,SaaS,USA,18140,455,0.0251,1.15,523.25,29,18.04,1746.46,3.34,11,25,2024,4,1223.21,0,Medium ROAS,0.036306735361810734,-0.833887485
2/18/2024,Google Ads,Video,Fintech,Australia,42823,1588,0.0371,2.97,4716.36,33,142.92,3266.45,0.69,2,18,2024,1,-1449.91,1,Low ROAS,-2.254859753,0.3106849961764545
1/26/2024,TikTok Ads,Shopping,SaaS,Germany,34118,1470,0.0431,0.85,1249.5,55,22.72,3037.11,2.43,1,26,2024,1,1787.6100000000001,0,Medium ROAS,0.01673955009488984,0.23282398435394516
1/8/2024,Meta Ads,Video,EdTech,UK,127775,3871,0.0303,0.76,2941.96,159,18.5,28717.22,9.76,1,8,2024,1,25775.260000000002,0,Medium ROAS,0.7574749928363883,-0.600648859
9/15/2024,Google Ads,Shopping,Fintech,UAE,136354,3736,0.0274,1.16,4333.76,152,28.51,29811.83,6.88,9,15,2024,3,25478.07,0,Medium ROAS,0.25613829667303084,-0.703568267
10/28/2024,Google Ads,Shopping,E-commerce,Germany,115454,7227,0.0626,2.46,17778.42,154,115.44,5144.22,0.29,10,28,2024,4,-12634.2,1,Low ROAS,-1.610650817,1.6970293388918227
6/2/2024,Meta Ads,Search,EdTech,USA,37994,1379,0.0363,1.06,1461.74,58,25.2,7343.12,5.02,6,2,2024,2,5881.38,0,Medium ROAS,0.19146608574419116,-0.17997076
10/12/2024,Meta Ads,Video,EdTech,Germany,74615,2327,0.0312,1.1,2559.7,129,19.84,25496.94,9.96,10,12,2024,4,22937.239999999998,0,Medium ROAS,0.7639258212042422,-0.546217541
12/15/2024,Google Ads,Search,EdTech,Canada,176790,4490,0.0254,1.49,6690.1,250,26.76,74442.63,11.13,12,15,2024,4,67752.53,0,Medium ROAS,0.7209829471509666,-0.870890396
10/29/2024,Google Ads,Shopping,Fintech,Germany,60077,1994,0.0332,3.11,6201.34,28,221.48,7635.29,1.23,10,29,2024,4,1433.9499999999998,1,Low ROAS,-3.560714986,0.34476763265118016
3/31/2024,Meta Ads,Display,Fintech,Canada,151295,2163,0.0143,1.58,3417.54,85,40.21,3173.67,0.93,3,31,2024,1,-243.87,0,Medium ROAS,-0.689461248,-1.357703267
4/19/2024,TikTok Ads,Display,E-commerce,Canada,20282,1740,0.0858,1.25,2175,94,23.14,14237,6.55,4,19,2024,2,12062,2,High ROAS,0.8197723658710976,2.659645163687836
10/12/2024,Google Ads,Search,Healthcare,Germany,185488,3950,0.0213,1.39,5490.5,289,19,75172.15,13.69,10,12,2024,4,69681.65,0,Medium ROAS,1.0892847454444168,-1.161799009
9/11/2024,Meta Ads,Display,E-commerce,Australia,28567,999,0.035,1.69,1688.31,68,24.83,13037.25,7.72,9,11,2024,3,11348.94,0,Medium ROAS,0.4739707069051481,-0.285464144
11/19/2024,Google Ads,Search,E-commerce,UAE,96170,5145,0.0535,2.12,10907.4,268,40.7,72622.99,6.66,11,19,2024,4,61715.590000000004,2,High ROAS,0.25341210838417577,0.8495935992072691
2/7/2024,Meta Ads,Shopping,Healthcare,Canada,101019,2515,0.0249,1.69,4250.35,72,59.03,11353.12,2.67,2,7,2024,1,7102.77,0,Medium ROAS,-0.730448718,-0.699734788
3/1/2024,TikTok Ads,Shopping,E-commerce,UK,91795,3800,0.0414,1.22,4636,157,29.53,24815.09,5.35,3,1,2024,1,20179.09,0,Medium ROAS,0.19769037676280463,0.12608999803904877
7/8/2024,Meta Ads,Search,E-commerce,India,22543,333,0.0148,1.49,496.17,12,41.35,642.18,1.29,7,8,2024,3,146.00999999999993,0,Medium ROAS,-0.666064717,-1.328805064
2/28/2024,Meta Ads,Shopping,Healthcare,Canada,119598,1064,0.0089,2,2128,64,33.25,17165.43,8.07,2,28,2024,1,15037.43,0,Medium ROAS,0.14176513871706495,-1.770380568
8/27/2024,Meta Ads,Search,EdTech,UAE,158504,4897,0.0309,0.43,2105.71,255,8.26,54921.72,26.08,8,27,2024,3,52816.01,2,High ROAS,2.6740573968387706,-0.776151954
3/22/2024,Google Ads,Display,E-commerce,Australia,39542,1209,0.0306,1.85,2236.65,42,53.25,7992.11,3.57,3,22,2024,1,5755.459999999999,0,Medium ROAS,-0.487212943,-0.39926694
7/19/2024,Google Ads,Display,Fintech,India,110848,3181,0.0287,2.45,7793.45,186,41.9,32321.78,4.15,7,19,2024,3,24528.329999999998,0,Medium ROAS,-0.249894793,-0.553755568
12/22/2024,Meta Ads,Video,Healthcare,Australia,79964,1487,0.0186,1.07,1591.09,22,72.32,3882.65,2.44,12,22,2024,4,2291.5600000000004,0,Medium ROAS,-1.034637288,-1.016737983
12/19/2024,TikTok Ads,Display,EdTech,Germany,105127,7747,0.0737,0.88,6817.36,460,14.82,99299.9,14.57,12,19,2024,4,92482.54,2,High ROAS,1.7094635692763234,1.8453808049412077
1/7/2024,Google Ads,Shopping,EdTech,UAE,73803,1505,0.0204,2.12,3190.6,98,32.56,18709.86,5.86,1,7,2024,1,15519.26,0,Medium ROAS,0.018092728709677996,-1.083781781
6/24/2024,Google Ads,Shopping,Healthcare,UK,96575,4925,0.051,2.4,11820,181,65.3,7335.74,0.62,6,24,2024,2,-4484.26,1,Low ROAS,-0.827887089,0.8531134227781407
2/20/2024,Google Ads,Shopping,Fintech,UK,162489,4500,0.0277,3.03,13635,184,74.1,54944.54,4.03,2,20,2024,1,41309.54,0,Medium ROAS,-0.816282497,-0.501494969
5/5/2024,Meta Ads,Search,Healthcare,Canada,76155,3548,0.0466,1.25,4435,243,18.25,30659.34,6.91,5,5,2024,2,26224.34,2,High ROAS,0.5999423051631324,0.3719512973992765
12/6/2024,TikTok Ads,Search,Fintech,UK,180021,13105,0.0728,1.61,21099.05,880,23.98,75656.62,3.59,12,6,2024,4,54557.56999999999,2,High ROAS,0.37725721204605517,1.942423959472369
4/13/2024,TikTok Ads,Video,EdTech,UK,79965,3070,0.0384,1.02,3131.4,237,13.21,65306,20.86,4,13,2024,2,62174.6,2,High ROAS,2.099588809527961,-0.269463754
5/28/2024,Meta Ads,Search,EdTech,India,49789,622,0.0125,2.08,1293.76,48,26.95,7704.96,5.96,5,28,2024,2,6411.2,0,Medium ROAS,0.05497280868511859,-1.560744403
4/11/2024,TikTok Ads,Video,SaaS,Germany,195026,9653,0.0495,1.83,17664.99,371,47.61,94022.57,5.32,4,11,2024,2,76357.58,2,High ROAS,-0.041021318,0.6560052353151156
2/17/2024,TikTok Ads,Shopping,Healthcare,Canada,130438,7721,0.0592,1.6,12353.6,353,35,70310.53,5.69,2,17,2024,1,57956.93,2,High ROAS,0.2961395457623343,1.1704530855034123
12/14/2024,TikTok Ads,Shopping,SaaS,India,141917,4796,0.0338,0.66,3165.36,369,8.58,11953.05,3.78,12,14,2024,4,8787.689999999999,0,Medium ROAS,0.3189191063741413,-0.36738771
11/22/2024,TikTok Ads,Shopping,SaaS,USA,146958,7494,0.051,1.68,12589.92,538,23.4,117826.98,9.36,11,22,2024,4,105237.06,2,High ROAS,0.8119815528768177,0.6174842043965213
9/16/2024,Google Ads,Video,E-commerce,UK,13605,300,0.0221,2.08,624,21,29.71,4495.51,7.2,9,16,2024,3,3871.51,0,Medium ROAS,0.223816943899961,-1.009504209
5/23/2024,Google Ads,Display,SaaS,Germany,116041,6428,0.0554,1.75,11249,74,152.01,13873.48,1.23,5,23,2024,2,2624.4799999999996,1,Low ROAS,-2.192022293,1.3940481842642938
9/25/2024,TikTok Ads,Search,E-commerce,India,170396,10138,0.0595,1.08,10949.04,494,22.16,99795.18,9.11,9,25,2024,3,88846.13999999998,2,High ROAS,0.8802651581312746,1.1076171812129203
2/22/2024,Meta Ads,Display,EdTech,India,19743,619,0.0314,1.25,773.75,41,18.87,9219.46,11.92,2,22,2024,1,8445.71,0,Medium ROAS,0.9908197305747677,-0.559017189
8/28/2024,Google Ads,Search,E-commerce,Australia,94081,5588,0.0594,2.69,15031.72,88,170.81,24757.88,1.65,8,28,2024,3,9726.160000000002,1,Low ROAS,-2.430651094,1.6844137078458632
6/10/2024,TikTok Ads,Video,Fintech,USA,141643,8526,0.0602,0.46,3921.96,379,10.35,51038.1,13.01,6,10,2024,2,47116.14,2,High ROAS,1.5015590682067828,1.0662326481590336
1/23/2024,Meta Ads,Shopping,SaaS,Australia,90716,3002,0.0331,1.47,4412.94,194,22.75,39560.54,8.96,1,23,2024,1,35147.6,0,Medium ROAS,0.6247053153450571,-0.415729703
12/20/2024,Google Ads,Search,EdTech,USA,72055,1678,0.0233,3.17,5319.26,41,129.74,8506.9,1.6,12,20,2024,4,3187.6399999999994,1,Low ROAS,-2.054922318,-0.541824641
4/18/2024,Meta Ads,Shopping,E-commerce,Germany,112692,2096,0.0186,2.27,4757.92,89,53.46,16587.58,3.49,4,18,2024,2,11829.660000000002,0,Medium ROAS,-0.603650548,-1.091766783
11/8/2024,Google Ads,Video,Fintech,UAE,31672,877,0.0277,0.72,631.44,16,39.47,2266.94,3.59,11,8,2024,4,1635.5,0,Medium ROAS,-0.277109491,-0.613780456
6/30/2024,Meta Ads,Video,E-commerce,Germany,59131,1425,0.0241,1.04,1482,66,22.45,19372.57,13.07,6,30,2024,2,17890.57,0,Medium ROAS,0.9892231770950907,-0.981519982
6/23/2024,Google Ads,Search,SaaS,Canada,119397,3868,0.0324,1.8,6962.4,193,36.07,35393.3,5.08,6,23,2024,2,28430.9,0,Medium ROAS,-0.020011868,-0.369457857
11/2/2024,Meta Ads,Search,EdTech,Australia,157008,5024,0.032,0.72,3617.28,379,9.54,73104.85,20.21,11,2,2024,4,69487.57,2,High ROAS,2.036809537526726,-0.645042002
1/4/2024,Meta Ads,Shopping,EdTech,UK,117217,2133,0.0182,1.29,2751.57,129,21.33,25455.36,9.25,1,4,2024,1,22703.79,0,Medium ROAS,0.5500353406181872,-1.285452427
10/27/2024,TikTok Ads,Search,SaaS,Canada,111956,5911,0.0528,1.57,9280.27,253,36.68,68395.54,7.37,10,27,2024,4,59115.26999999999,2,High ROAS,0.39096826476021057,0.7878823496223913
1/5/2024,Meta Ads,Display,SaaS,USA,10939,113,0.0104,1.18,133.34,6,22.22,1684.43,12.63,1,5,2024,1,1551.0900000000001,0,Medium ROAS,0.8271067692733471,-1.769959651
8/10/2024,TikTok Ads,Display,SaaS,India,72293,4532,0.0627,1.81,8202.92,169,48.54,35145.36,4.28,8,10,2024,3,26942.440000000002,2,High ROAS,-0.052718911,1.4338155976814129
2/17/2024,Google Ads,Shopping,Fintech,Germany,78402,4531,0.0578,2.75,12460.25,105,118.67,25620.07,2.06,2,17,2024,1,13159.82,1,Low ROAS,-1.518552116,1.4112705804701529
10/25/2024,TikTok Ads,Display,E-commerce,Canada,160892,9122,0.0567,0.64,5838.08,590,9.9,170654.73,29.23,10,25,2024,4,164816.65000000002,2,High ROAS,3.206160671471804,0.6877467470806092
3/14/2024,TikTok Ads,Search,EdTech,USA,154092,8860,0.0575,1.17,10366.2,246,42.14,23706.53,2.29,3,14,2024,1,13340.329999999998,2,High ROAS,-0.2015725,1.1328377777006706
1/10/2024,Meta Ads,Shopping,Healthcare,UAE,73323,1928,0.0263,1.71,3296.88,121,27.25,33634.99,10.2,1,10,2024,1,30338.109999999997,0,Medium ROAS,0.6214733545254308,-0.807172491
1/17/2024,TikTok Ads,Video,SaaS,India,58521,3318,0.0567,1.85,6138.3,39,157.39,10013.26,1.63,1,17,2024,1,3874.96,1,Low ROAS,-2.229160404,1.4831149260505163
10/4/2024,TikTok Ads,Search,SaaS,USA,48361,2713,0.0561,0.87,2360.31,54,43.71,7890.9,3.34,10,4,2024,4,5530.59,2,High ROAS,-0.128492181,1.0458701164466566
5/11/2024,TikTok Ads,Display,Healthcare,UAE,179870,7500,0.0417,1.44,10800,112,96.43,5446.79,0.5,5,11,2024,2,-5353.21,1,Low ROAS,-1.448352514,0.42169306378049626
10/6/2024,TikTok Ads,Search,E-commerce,Canada,114850,8234,0.0717,1.63,13421.42,245,54.78,35478.84,2.64,10,6,2024,4,22057.42,2,High ROAS,-0.254703207,1.9931006786917127
6/17/2024,Google Ads,Display,Healthcare,India,54976,2611,0.0475,1.32,3446.52,187,18.43,8230.48,2.39,6,17,2024,2,4783.959999999999,0,Medium ROAS,0.1233446661810875,0.4732502713683471
8/26/2024,Google Ads,Shopping,Fintech,Australia,162636,9237,0.0568,1.41,13024.17,738,17.65,102989.98,7.91,8,26,2024,3,89965.81,2,High ROAS,0.8053049465954161,0.9491234794761355
5/28/2024,Google Ads,Display,Healthcare,India,23375,1175,0.0503,1.42,1668.5,15,111.23,1524.57,0.91,5,28,2024,2,-143.93,1,Low ROAS,-1.580349391,0.9647098635332418
12/22/2024,Meta Ads,Shopping,E-commerce,Canada,167917,6246,0.0372,0.6,3747.6,413,9.07,25997.62,6.94,12,22,2024,4,22250.02,0,Medium ROAS,0.6767359381233448,-0.203080464
9/7/2024,Google Ads,Search,E-commerce,USA,71216,2357,0.0331,3.17,7471.69,179,41.74,29354.19,3.93,9,7,2024,3,21882.5,0,Medium ROAS,-0.232350357,-0.297436587
12/4/2024,Google Ads,Video,EdTech,Germany,29618,1883,0.0636,2.17,4086.11,90,45.4,26198.96,6.41,12,4,2024,4,22112.85,2,High ROAS,0.235090092629886,1.4523414204186564
12/1/2024,Google Ads,Search,Healthcare,Canada,136461,3984,0.0292,1.49,5936.16,214,27.74,24710.24,4.16,12,1,2024,4,18774.08,0,Medium ROAS,-0.004855954,-0.572792316
7/24/2024,TikTok Ads,Search,Healthcare,Australia,132426,7309,0.0552,0.32,2338.88,171,13.68,24136.13,10.32,7,24,2024,3,21797.25,2,High ROAS,1.1152372438349016,0.8172338204883228
11/29/2024,TikTok Ads,Search,E-commerce,Germany,159692,6882,0.0431,0.37,2546.34,523,4.87,106309.31,41.75,11,29,2024,4,103762.97,2,High ROAS,4.506379577823572,-0.250579253
9/4/2024,Meta Ads,Video,Fintech,India,27931,608,0.0218,1.52,924.16,10,92.42,1389.72,1.5,9,4,2024,3,465.56000000000006,1,Low ROAS,-1.447062835,-0.75361724
8/6/2024,Meta Ads,Display,EdTech,USA,131155,4052,0.0309,1.24,5024.48,209,24.04,15982.2,3.18,8,6,2024,3,10957.720000000001,0,Medium ROAS,-0.031826855,-0.476423688
5/27/2024,TikTok Ads,Shopping,Fintech,USA,66842,2339,0.035,1.4,3274.6,123,26.62,14081.65,4.3,5,27,2024,2,10807.05,0,Medium ROAS,0.07944995966656052,-0.242616074
3/5/2024,Google Ads,Shopping,SaaS,UAE,7642,202,0.0265,3.38,682.76,11,62.07,1542.21,2.26,3,5,2024,1,859.45,0,Medium ROAS,-0.811643421,-0.592507851
6/12/2024,Google Ads,Shopping,E-commerce,USA,70618,3601,0.051,2.23,8030.23,145,55.38,7976.29,0.99,6,12,2024,2,-53.94,0,Medium ROAS,-0.62060906,0.8156110488343926
9/27/2024,Meta Ads,Video,E-commerce,Germany,74212,1528,0.0206,1.46,2230.88,85,26.25,21331.58,9.56,9,27,2024,3,19100.7,0,Medium ROAS,0.5206633788272862,-1.13334858
3/9/2024,Google Ads,Shopping,E-commerce,USA,10039,501,0.05,2.29,1147.29,36,31.87,4805.52,4.19,3,9,2024,1,3658.2300000000005,2,High ROAS,0.10934566917545026,0.6438958970726757
12/23/2024,Meta Ads,Video,Healthcare,India,102088,4481,0.0439,0.73,3271.13,316,10.35,87569.74,26.77,12,23,2024,4,84298.61,2,High ROAS,2.825234638043334,-0.024604516
9/14/2024,TikTok Ads,Display,Fintech,UAE,25025,1256,0.0502,0.43,540.08,38,14.21,5694.61,10.54,9,14,2024,3,5154.53,2,High ROAS,1.0862132181195927,0.5274616115447822
11/5/2024,Google Ads,Shopping,Healthcare,Canada,36707,943,0.0257,1.31,1235.33,21,58.83,4396.12,3.56,11,5,2024,4,3160.79,0,Medium ROAS,-0.625321816,-0.663715717
10/17/2024,TikTok Ads,Search,EdTech,Canada,17356,925,0.0533,0.46,425.5,62,6.86,5476.85,12.87,10,17,2024,4,5051.35,2,High ROAS,1.4857000866414558,0.656855423668562
6/25/2024,TikTok Ads,Search,EdTech,India,86257,4597,0.0533,0.83,3815.51,301,12.68,80903.28,21.2,6,25,2024,2,77087.77,2,High ROAS,2.274352876356951,0.5868907939533752
11/8/2024,Google Ads,Shopping,Fintech,India,32518,1258,0.0387,2.41,3031.78,12,252.65,2688.72,0.89,11,8,2024,4,-343.06,1,Low ROAS,-4.076571835,0.7718696496680155
7/27/2024,Meta Ads,Display,E-commerce,India,75269,2604,0.0346,0.83,2161.32,70,30.88,3191.14,1.48,7,27,2024,3,1029.8199999999997,0,Medium ROAS,-0.296448791,-0.221013217
5/16/2024,Google Ads,Video,EdTech,Canada,20534,993,0.0484,2.87,2849.91,49,58.16,1762.93,0.62,5,16,2024,2,-1086.98,0,Medium ROAS,-0.729671224,0.6786044111858563
11/15/2024,TikTok Ads,Shopping,E-commerce,UAE,98500,5614,0.057,0.61,3424.54,220,15.57,7676.57,2.24,11,15,2024,4,4252.03,2,High ROAS,0.23838999844296466,1.0146722109871364
7/25/2024,TikTok Ads,Search,Fintech,UAE,41468,3354,0.0809,1.11,3722.94,81,45.96,5215.94,1.4,7,25,2024,3,1492.9999999999995,2,High ROAS,-0.157492436,2.508759598682534
5/26/2024,Google Ads,Video,Healthcare,Canada,123696,6531,0.0528,2.58,16849.98,466,36.16,62974.93,3.74,5,26,2024,2,46124.95,2,High ROAS,0.013173994376483734,0.8251841989074756
11/8/2024,Meta Ads,Shopping,EdTech,Germany,81848,1694,0.0207,1.29,2185.26,58,37.68,7573.87,3.47,11,8,2024,4,5388.61,0,Medium ROAS,-0.320476757,-1.023412248
2/29/2024,Google Ads,Display,EdTech,Canada,92923,1932,0.0208,3.17,6124.44,32,191.39,1855.78,0.3,2,29,2024,1,-4268.66,1,Low ROAS,-3.25839854,-0.464110036
11/9/2024,Google Ads,Shopping,E-commerce,UK,170732,7700,0.0451,0.81,6237,434,14.37,53677.08,8.61,11,9,2024,4,47440.08,2,High ROAS,0.8336064404296448,0.25378932106537766
10/3/2024,Google Ads,Display,E-commerce,Australia,86471,4859,0.0562,1.57,7628.63,248,30.76,19852.56,2.6,10,3,2024,4,12223.93,2,High ROAS,0.012716593909948254,1.0158565046612942
10/26/2024,Meta Ads,Display,EdTech,UK,115986,1357,0.0117,1.48,2008.36,79,25.42,8002.44,3.98,10,26,2024,4,5994.08,0,Medium ROAS,-0.136962554,-1.590880938
6/21/2024,TikTok Ads,Display,Healthcare,USA,42019,2979,0.0709,1.51,4498.29,234,19.22,56724.23,12.61,6,21,2024,2,52225.94,2,High ROAS,1.4019126498685326,1.7193890404687544
1/28/2024,TikTok Ads,Shopping,EdTech,USA,34063,1243,0.0365,0.38,472.34,40,11.81,10897.53,23.07,1,28,2024,1,10425.19,2,High ROAS,2.3421207378764106,-0.407868747
4/13/2024,TikTok Ads,Shopping,Healthcare,Australia,107476,4707,0.0438,1.7,8001.9,293,27.31,72605.27,9.07,4,13,2024,2,64603.37,2,High ROAS,0.6523105776368913,0.2173749304645869
12/16/2024,TikTok Ads,Search,Fintech,Canada,33302,3007,0.0903,0.28,841.96,95,8.86,3253.81,3.86,12,16,2024,4,2411.85,2,High ROAS,0.814080571794903,2.9006118270608745
12/21/2024,Google Ads,Shopping,SaaS,USA,70206,3945,0.0562,3.6,14202,248,57.27,37055.99,2.61,12,21,2024,4,22853.989999999998,2,High ROAS,-0.434839026,1.1053301302294072
2/17/2024,Meta Ads,Video,E-commerce,Germany,16094,616,0.0383,2.29,1410.64,40,35.27,8923.08,6.33,2,17,2024,1,7512.44,0,Medium ROAS,0.17796319870422753,-0.044360031
6/3/2024,Meta Ads,Video,Fintech,UAE,182718,2558,0.014,1.36,3478.88,124,28.06,28756.15,8.27,6,3,2024,2,25277.27,0,Medium ROAS,0.2952485098191789,-1.495090496
8/1/2024,TikTok Ads,Search,EdTech,India,66169,2057,0.0311,1.49,3064.93,136,22.54,39364.99,12.84,8,1,2024,3,36300.06,0,Medium ROAS,1.024084111737133,-0.573866723
1/13/2024,Meta Ads,Shopping,SaaS,India,24404,710,0.0291,0.61,433.1,10,43.31,923.15,2.13,1,13,2024,1,490.04999999999995,0,Medium ROAS,-0.485406479,-0.504119978
5/23/2024,TikTok Ads,Shopping,EdTech,Australia,30517,2575,0.0844,0.8,2060,205,10.05,7811.94,3.79,5,23,2024,2,5751.94,2,High ROAS,0.7351753527503414,2.564135002487229
4/4/2024,TikTok Ads,Video,E-commerce,Australia,145148,5762,0.0397,1.49,8585.38,213,40.31,10475.22,1.22,4,4,2024,2,1889.8400000000001,0,Medium ROAS,-0.439365088,0.10862963222040466
2/19/2024,Google Ads,Display,Fintech,Germany,37101,2166,0.0584,2.95,6389.7,45,141.99,3868.37,0.61,2,19,2024,1,-2521.33,1,Low ROAS,-2.062395776,1.5403779188622724
2/8/2024,Meta Ads,Search,EdTech,UK,151480,2514,0.0166,2.06,5178.84,72,71.93,4076.45,0.79,2,8,2024,1,-1102.39,0,Medium ROAS,-1.221155992,-1.115980135
4/5/2024,TikTok Ads,Video,EdTech,India,159813,7575,0.0474,0.9,6817.5,319,21.37,35965.7,5.28,4,5,2024,2,29148.199999999997,2,High ROAS,0.380506507596908,0.44630448459129735
9/21/2024,TikTok Ads,Display,Healthcare,UK,135956,11529,0.0848,0.5,5764.5,732,7.88,207824.45,36.05,9,21,2024,3,202059.95,2,High ROAS,4.211058140290609,2.2328184907836857
7/26/2024,Google Ads,Search,SaaS,UAE,70982,2548,0.0359,2.88,7338.24,117,62.72,32045.18,4.37,7,26,2024,3,24706.940000000002,0,Medium ROAS,-0.516177022,-0.069326748
3/17/2024,TikTok Ads,Search,Healthcare,India,132992,7926,0.0596,0.64,5072.64,553,9.17,41271.28,8.14,3,17,2024,1,36198.64,2,High ROAS,0.9976559001210744,1.0799432165720615
8/13/2024,TikTok Ads,Video,Healthcare,India,13597,747,0.055,1.91,1426.77,25,57.07,5673.88,3.98,8,13,2024,3,4247.110000000001,2,High ROAS,-0.295986224,1.020505995771925
5/6/2024,Meta Ads,Search,EdTech,USA,199472,5286,0.0265,1.32,6977.52,192,36.34,17789.77,2.55,5,6,2024,2,10812.25,0,Medium ROAS,-0.345337579,-0.682573758
2/27/2024,Google Ads,Search,Healthcare,USA,108751,5459,0.0502,1.43,7806.37,345,22.63,24740.95,3.17,2,27,2024,1,16934.58,2,High ROAS,0.15882102031253612,0.6352156609689185
12/24/2024,Meta Ads,Display,E-commerce,India,175591,5864,0.0334,0.44,2580.16,333,7.75,52097.57,20.19,12,24,2024,4,49517.41,2,High ROAS,2.077146948544155,-0.569900612
11/8/2024,TikTok Ads,Search,EdTech,India,36027,2770,0.0769,1.08,2991.6,205,14.59,16618.85,5.56,11,8,2024,4,13627.249999999998,2,High ROAS,0.7816234567443108,2.126637118205216
8/19/2024,TikTok Ads,Shopping,E-commerce,Canada,57265,2302,0.0402,1.3,2992.6,85,35.21,4068.49,1.36,8,19,2024,3,1075.8899999999999,0,Medium ROAS,-0.33380089,0.11880916153370737
7/18/2024,Google Ads,Shopping,Fintech,India,161904,4727,0.0292,1.64,7752.28,263,29.48,21545.93,2.78,7,18,2024,3,13793.650000000001,0,Medium ROAS,-0.181271089,-0.552063719
8/31/2024,Google Ads,Display,Healthcare,Canada,49757,1243,0.025,3.14,3903.02,39,100.08,4749.9,1.22,8,31,2024,3,846.8799999999997,1,Low ROAS,-1.578680236,-0.539634742
7/28/2024,Google Ads,Video,EdTech,USA,168623,6896,0.0409,1.42,9792.32,200,48.96,24436.96,2.5,7,28,2024,3,14644.64,0,Medium ROAS,-0.438990333,0.1934934205664278
9/6/2024,Meta Ads,Video,SaaS,Canada,98079,3226,0.0329,2.18,7032.68,44,159.83,1401.71,0.2,9,6,2024,3,-5630.97,1,Low ROAS,-2.629734734,0.13017423090140082
6/23/2024,Google Ads,Search,EdTech,UK,11305,562,0.0498,1.72,966.64,42,23.02,8107.06,8.39,6,23,2024,2,7140.42,2,High ROAS,0.7046710387833767,0.5572303563245178
10/20/2024,TikTok Ads,Shopping,Healthcare,India,109188,6354,0.0582,1.26,8006.04,216,37.06,49228.57,6.15,10,20,2024,4,41222.53,2,High ROAS,0.30157169012095414,1.1146253161753719
8/14/2024,Meta Ads,Display,Healthcare,Germany,73309,2323,0.0317,0.6,1393.8,39,35.74,1966.71,1.41,8,14,2024,3,572.9100000000001,0,Medium ROAS,-0.411369332,-0.371570999
12/14/2024,Google Ads,Video,Healthcare,India,81996,1508,0.0184,2.33,3513.64,75,46.85,8251.24,2.35,12,14,2024,4,4737.6,0,Medium ROAS,-0.614940647,-1.113404327
4/3/2024,TikTok Ads,Display,EdTech,UK,122192,4398,0.036,0.99,4354.02,348,12.51,64414.08,14.79,4,3,2024,2,60060.06,2,High ROAS,1.4441084763663694,-0.345329667
11/30/2024,Google Ads,Display,SaaS,UAE,79960,1591,0.0199,1.03,1638.73,55,29.8,15206.45,9.28,11,30,2024,4,13567.720000000001,0,Medium ROAS,0.42467999496131814,-1.158827219
11/5/2024,Meta Ads,Display,Healthcare,Australia,188804,5267,0.0279,2.1,11060.7,64,172.82,10138.3,0.92,11,5,2024,4,-922.4,1,Low ROAS,-2.816365655,-0.122873816
5/25/2024,Meta Ads,Display,Fintech,UK,80139,2436,0.0304,1.58,3848.88,37,104.02,4653.12,1.21,5,25,2024,2,804.2399999999998,1,Low ROAS,-1.599456911,-0.213881676
